frame_idx,timestamp,evento,track_id,clase,cx,cy,x1,y1,x2,y2
14638,2025-11-25 06:16:15,salida,260,car,146,152,127,138,166,166
21034,2025-11-25 06:23:22,salida,385,car,145,150,127,136,164,165
43224,2025-11-25 06:48:01,entrada,668,car,147,152,130,139,165,166
53012,2025-11-25 06:58:54,salida,769,truck,162,150,148,136,177,165
72224,2025-11-25 07:20:14,salida,1034,car,135,151,117,139,153,163
72294,2025-11-25 07:20:19,salida,1053,truck,153,151,135,135,172,167
72500,2025-11-25 07:20:33,salida,1056,car,155,151,140,137,171,165
76894,2025-11-25 07:25:26,salida,1213,car,167,148,153,136,181,161
79742,2025-11-25 07:28:36,salida,1316,car,156,151,141,138,171,165
89348,2025-11-25 07:39:16,salida,1670,car,151,151,134,139,168,164
91608,2025-11-25 07:41:47,salida,1754,truck,157,150,141,135,174,166
91610,2025-11-25 07:41:47,salida,1766,car,158,150,144,136,172,165
111686,2025-11-25 08:04:05,salida,2360,car,160,150,145,136,175,165
112102,2025-11-25 08:04:33,salida,79,car,147,151,128,138,166,164
117910,2025-11-25 08:11:00,salida,2666,car,150,151,133,139,168,164
121124,2025-11-25 08:14:34,entrada,2782,car,158,151,129,137,187,166
123830,2025-11-25 08:17:35,salida,2867,car,162,149,147,137,177,161
130022,2025-11-25 08:24:28,entrada,3025,truck,172,159,155,137,190,182
136518,2025-11-25 08:31:41,salida,3205,car,149,151,132,136,166,167
151926,2025-11-25 08:48:48,entrada,3635,truck,165,150,149,132,182,168
157024,2025-11-25 08:54:28,entrada,3772,car,165,150,151,136,179,164
157026,2025-11-25 08:54:28,entrada,3769,truck,165,150,149,136,182,164
208186,2025-11-25 09:51:19,entrada,5797,truck,162,151,147,135,177,167
215170,2025-11-25 09:59:04,salida,5959,truck,161,150,141,135,182,165
247924,2025-11-25 10:35:28,salida,6544,truck,158,150,140,132,177,168
290160,2025-11-25 11:22:24,entrada,7363,car,159,151,132,137,186,166
294926,2025-11-25 11:27:41,salida,7476,truck,159,149,146,132,173,167
303138,2025-11-25 11:36:49,salida,7635,car,162,150,146,136,178,165
312298,2025-11-25 11:46:59,entrada,7758,car,164,150,137,133,191,167
314006,2025-11-25 11:48:53,salida,7786,truck,157,149,140,126,175,172
326688,2025-11-25 12:02:59,entrada,8052,car,165,150,141,130,189,171
330000,2025-11-25 12:06:40,entrada,8146,truck,166,151,141,127,191,176
331908,2025-11-25 12:08:47,salida,8214,car,160,150,142,134,179,167
331910,2025-11-25 12:08:47,entrada,8214,car,160,151,142,135,179,167
331918,2025-11-25 12:08:47,salida,8214,car,161,150,142,134,180,167
331920,2025-11-25 12:08:48,entrada,8214,car,160,151,142,135,179,167
332022,2025-11-25 12:08:54,salida,8214,car,160,150,141,135,179,166
332680,2025-11-25 12:09:38,salida,8259,truck,158,150,139,131,177,170
334436,2025-11-25 12:11:35,entrada,8304,car,161,151,125,130,198,173
369584,2025-11-25 12:50:38,salida,9147,truck,147,148,128,130,166,167
374236,2025-11-25 12:55:49,entrada,9271,car,157,151,125,134,189,169
374438,2025-11-25 12:56:02,salida,9298,car,153,151,135,134,172,169
379524,2025-11-25 13:01:41,entrada,9393,truck,158,152,140,132,177,173
379666,2025-11-25 13:01:51,entrada,9407,car,157,152,125,133,189,171
394208,2025-11-25 13:18:00,entrada,9950,car,145,153,115,134,176,172
396788,2025-11-25 13:20:52,salida,9998,car,147,152,130,136,165,169
409478,2025-11-25 13:34:58,salida,10476,truck,163,149,144,133,183,165
429372,2025-11-25 13:57:04,entrada,11672,car,162,152,136,132,189,172
435898,2025-11-25 14:04:19,salida,11881,truck,158,150,139,131,177,169
440500,2025-11-25 14:09:26,salida,12042,truck,152,151,133,134,172,168
452052,2025-11-25 14:22:16,salida,12405,car,148,152,128,137,169,168
452682,2025-11-25 14:22:58,entrada,12411,truck,161,151,133,129,189,173
457444,2025-11-25 14:28:16,salida,12626,truck,153,151,132,131,175,172
466678,2025-11-25 14:38:31,entrada,12742,car,158,151,125,130,192,172
472326,2025-11-25 14:44:48,salida,12864,car,154,151,124,135,185,167
489238,2025-11-25 15:03:35,entrada,13180,car,157,152,126,136,189,169
493602,2025-11-25 15:08:26,salida,13306,truck,129,143,104,125,154,162
501118,2025-11-25 15:16:47,entrada,13627,car,157,152,127,138,187,166
525876,2025-11-25 15:44:18,entrada,14324,truck,150,152,117,133,184,171
530456,2025-11-25 15:49:23,entrada,14419,car,153,152,125,138,181,167
533836,2025-11-25 15:53:09,entrada,14544,car,152,152,122,138,183,166
538396,2025-11-25 15:58:13,salida,14632,truck,147,152,130,138,165,167
542512,2025-11-25 16:02:47,entrada,14763,car,150,152,110,133,190,171
564042,2025-11-25 16:26:42,salida,15119,car,143,152,124,140,163,165
571454,2025-11-25 16:34:56,entrada,15330,truck,146,155,105,138,187,173
578358,2025-11-25 16:42:37,entrada,15545,car,149,154,122,141,176,167
579830,2025-11-25 16:44:15,salida,15581,car,156,149,141,137,172,162
581502,2025-11-25 16:46:06,entrada,15723,car,150,153,124,139,177,168
588436,2025-11-25 16:53:49,salida,16058,truck,146,152,129,140,163,165
594412,2025-11-25 17:00:27,entrada,16258,car,147,154,119,141,175,168
627434,2025-11-25 17:37:08,entrada,17253,car,156,152,132,138,180,166
630612,2025-11-25 17:40:40,salida,17360,car,154,151,140,136,168,167
632938,2025-11-25 17:43:15,entrada,17426,truck,160,152,138,133,182,171
636064,2025-11-25 17:46:44,entrada,17492,car,156,152,136,135,176,170
646044,2025-11-25 17:57:49,salida,17950,car,151,151,129,133,174,169
648400,2025-11-25 18:00:26,entrada,18081,car,150,152,120,137,180,167
661182,2025-11-25 18:14:38,entrada,18662,car,142,154,117,140,167,168
