frame_idx,timestamp,evento,track_id,clase,cx,cy,x1,y1,x2,y2
48556,2025-11-29 06:53:57,salida,1161,car,149,151,135,139,163,164
76486,2025-11-29 07:24:59,entrada,1855,car,146,153,109,135,184,171
76488,2025-11-29 07:24:59,entrada,1831,truck,147,153,110,135,184,171
92796,2025-11-29 07:43:06,salida,2352,truck,149,149,133,133,165,166
93452,2025-11-29 07:43:50,salida,2416,truck,145,152,126,128,164,177
125706,2025-11-29 08:19:40,salida,3524,car,148,151,129,136,167,166
129904,2025-11-29 08:24:20,salida,3605,truck,151,151,135,135,168,168
130950,2025-11-29 08:25:30,salida,3622,truck,158,150,143,131,173,169
174576,2025-11-29 09:13:58,salida,4142,car,140,152,122,136,159,169
187848,2025-11-29 09:28:43,salida,4378,car,144,152,128,139,161,165
191512,2025-11-29 09:32:47,salida,4412,truck,157,149,144,134,171,165
195812,2025-11-29 09:37:34,salida,4489,car,153,151,136,138,170,164
206114,2025-11-29 09:49:00,salida,4891,truck,145,152,129,137,162,168
246552,2025-11-29 10:33:56,salida,1,truck,139,153,124,138,155,169
246730,2025-11-29 10:34:08,entrada,6845,car,142,155,111,139,174,171
251648,2025-11-29 10:39:36,salida,7153,truck,137,152,119,134,156,171
270970,2025-11-29 11:01:04,entrada,7683,truck,152,153,130,132,174,175
279980,2025-11-29 11:11:05,salida,7909,truck,157,150,139,134,175,166
283032,2025-11-29 11:14:28,salida,7999,car,134,151,116,138,152,164
304972,2025-11-29 11:38:51,entrada,9042,car,139,154,109,138,170,170
314392,2025-11-29 11:49:19,salida,9312,truck,149,151,133,132,166,171
359504,2025-11-29 12:39:26,salida,11526,car,149,151,132,137,167,166
364902,2025-11-29 12:45:26,entrada,11788,truck,154,152,136,132,172,173
382432,2025-11-29 13:04:55,entrada,12318,car,142,154,114,139,171,169
385192,2025-11-29 13:07:59,entrada,12469,truck,156,152,134,133,179,171
385354,2025-11-29 13:08:10,entrada,12490,truck,150,152,117,122,183,182
385520,2025-11-29 13:08:21,entrada,12501,car,157,151,126,135,189,167
385888,2025-11-29 13:08:45,entrada,12531,car,157,152,125,138,190,166
385914,2025-11-29 13:08:47,salida,12531,car,155,151,119,138,192,165
385916,2025-11-29 13:08:47,entrada,12531,car,157,151,120,138,194,165
414988,2025-11-29 13:41:05,entrada,14182,car,153,152,137,137,170,167
430550,2025-11-29 13:58:23,entrada,14840,car,140,154,108,139,172,170
433910,2025-11-29 14:02:07,salida,15026,truck,151,151,130,127,172,176
440250,2025-11-29 14:09:10,salida,15358,car,142,152,126,139,159,165
447112,2025-11-29 14:16:47,entrada,15643,car,148,152,128,134,169,170
449588,2025-11-29 14:19:32,entrada,15742,truck,160,158,141,134,180,183
457070,2025-11-29 14:27:51,salida,16153,car,155,151,129,137,181,166
457092,2025-11-29 14:27:52,entrada,16153,car,153,152,124,138,183,167
457122,2025-11-29 14:27:54,salida,16153,car,156,151,126,137,186,165
457126,2025-11-29 14:27:55,entrada,16153,car,164,152,133,138,195,167
457166,2025-11-29 14:27:57,salida,16153,car,170,149,144,137,197,162
482220,2025-11-29 14:55:48,entrada,17287,car,151,153,114,134,188,173
494976,2025-11-29 15:09:58,entrada,17848,car,150,154,123,138,178,170
494980,2025-11-29 15:09:58,entrada,17842,truck,155,155,120,137,191,174
504984,2025-11-29 15:21:05,entrada,18107,car,149,153,121,140,177,167
506466,2025-11-29 15:22:44,entrada,18160,car,155,152,120,135,190,169
507570,2025-11-29 15:23:58,entrada,18192,car,160,151,139,136,181,166
508814,2025-11-29 15:25:20,entrada,18249,car,150,152,123,135,178,170
510862,2025-11-29 15:27:37,salida,18364,truck,155,151,137,135,173,168
510956,2025-11-29 15:27:43,salida,18107,truck,147,152,129,140,165,165
516890,2025-11-29 15:34:19,entrada,18706,car,157,152,132,138,182,166
527974,2025-11-29 15:46:38,entrada,19300,car,152,152,124,138,181,167
539488,2025-11-29 15:59:25,salida,19854,car,152,151,135,137,170,166
569606,2025-11-29 16:32:53,entrada,21644,car,147,154,115,137,180,171
585780,2025-11-29 16:50:52,entrada,22592,car,154,152,135,134,173,170
604112,2025-11-29 17:11:14,salida,23643,car,148,152,131,137,165,168
610714,2025-11-29 17:18:34,salida,24013,car,143,152,127,139,160,165
611892,2025-11-29 17:19:52,salida,24092,truck,147,152,131,137,164,168
620124,2025-11-29 17:29:01,entrada,24633,car,150,152,119,136,182,169
639366,2025-11-29 17:50:24,salida,25900,car,137,153,117,138,158,168
654096,2025-11-29 18:06:46,entrada,26744,car,164,150,144,133,185,167
656012,2025-11-29 18:08:54,salida,26901,car,149,151,129,136,169,167
675120,2025-11-29 18:30:08,salida,28066,car,142,152,123,138,161,166
683148,2025-11-29 18:39:03,salida,28368,truck,141,153,126,140,157,167
699104,2025-11-29 18:56:46,salida,29181,car,146,152,124,135,168,169
708208,2025-11-29 19:06:53,salida,29661,car,148,151,131,135,166,168
764668,2025-11-29 20:09:37,salida,32685,car,146,152,129,139,164,166
776620,2025-11-29 20:22:54,entrada,33171,truck,167,150,147,125,187,175
776980,2025-11-29 20:23:18,entrada,33210,car,139,154,102,137,176,171
776982,2025-11-29 20:23:18,entrada,33205,truck,140,154,102,137,179,172
779860,2025-11-29 20:26:30,salida,33302,truck,151,151,136,132,167,171
791104,2025-11-29 20:39:00,entrada,33628,truck,156,152,138,137,175,168
795014,2025-11-29 20:43:20,entrada,33719,car,142,154,113,138,172,170
795098,2025-11-29 20:43:26,entrada,33730,car,142,153,110,138,174,169
806148,2025-11-29 20:55:43,salida,33308,truck,147,152,131,137,163,168
