frame_idx,timestamp,evento,track_id,clase,cx,cy,x1,y1,x2,y2
16316,2025-11-20 06:18:07,salida,768,car,124,137,104,122,144,152
35248,2025-11-20 06:39:09,entrada,1108,car,136,142,108,128,165,156
36434,2025-11-20 06:40:28,salida,4,car,136,140,119,126,153,154
46882,2025-11-20 06:52:05,salida,1443,car,134,141,118,127,150,155
52826,2025-11-20 06:58:41,salida,1521,car,138,138,123,123,154,154
54224,2025-11-20 07:00:14,salida,1563,truck,133,141,118,125,149,158
68644,2025-11-20 07:16:16,salida,1772,car,130,142,112,128,148,157
91528,2025-11-20 07:41:41,salida,2772,car,136,141,121,128,152,155
93930,2025-11-20 07:44:22,salida,2922,car,142,140,125,126,159,154
99826,2025-11-20 07:50:55,salida,3,car,129,142,113,128,145,156
113064,2025-11-20 08:05:37,salida,3638,car,120,143,102,130,139,157
117966,2025-11-20 08:11:04,salida,3796,truck,135,141,118,124,153,158
122572,2025-11-20 08:16:11,salida,3909,car,118,143,98,130,139,157
132820,2025-11-20 08:27:34,salida,4330,truck,144,138,131,124,158,152
149264,2025-11-20 08:45:50,salida,4933,truck,136,140,119,124,154,156
160492,2025-11-20 08:58:19,salida,4564,truck,137,140,117,121,158,160
177998,2025-11-20 09:17:46,entrada,6139,car,137,143,105,127,169,159
208142,2025-11-20 09:51:16,salida,6959,truck,134,141,116,126,153,157
214976,2025-11-20 09:58:51,salida,7132,truck,139,140,120,122,158,159
223398,2025-11-20 10:08:13,salida,7292,truck,145,139,128,124,162,155
226860,2025-11-20 10:12:04,salida,7387,truck,141,140,121,121,162,160
257456,2025-11-20 10:46:03,salida,7919,truck,129,142,114,127,144,158
259846,2025-11-20 10:48:43,entrada,7984,car,135,142,103,124,167,160
274574,2025-11-20 11:05:04,salida,8240,truck,148,139,135,122,162,157
275520,2025-11-20 11:06:08,salida,8280,truck,134,141,120,127,149,155
282990,2025-11-20 11:14:26,salida,8462,car,132,136,115,122,150,151
285376,2025-11-20 11:17:05,entrada,8536,car,131,142,103,126,159,158
286020,2025-11-20 11:17:48,salida,8543,car,130,141,111,124,149,159
300088,2025-11-20 11:33:25,entrada,8703,car,140,141,109,123,172,159
310616,2025-11-20 11:45:07,entrada,8944,car,136,142,106,124,166,160
310712,2025-11-20 11:45:14,entrada,8956,truck,129,144,108,123,150,165
315632,2025-11-20 11:50:42,salida,9076,truck,134,141,118,123,151,160
327648,2025-11-20 12:04:03,salida,8703,truck,130,142,114,125,146,160
330592,2025-11-20 12:07:19,entrada,9389,truck,145,148,124,124,167,173
334800,2025-11-20 12:12:00,salida,9475,truck,137,141,121,123,153,160
336188,2025-11-20 12:13:32,salida,9501,car,134,141,116,125,153,158
344532,2025-11-20 12:22:48,entrada,9629,car,139,141,121,125,158,158
369668,2025-11-20 12:50:44,entrada,10024,truck,147,141,129,123,165,160
392328,2025-11-20 13:15:55,entrada,10375,car,146,140,130,122,163,158
413374,2025-11-20 13:39:18,entrada,10662,car,124,143,83,122,166,165
436556,2025-11-20 14:05:03,entrada,11099,car,144,141,110,122,178,160
437270,2025-11-20 14:05:51,entrada,11173,car,143,141,111,123,175,160
445622,2025-11-20 14:15:08,entrada,11464,truck,147,140,126,118,168,162
455090,2025-11-20 14:25:39,entrada,11893,car,138,141,108,125,169,158
465678,2025-11-20 14:37:25,salida,12269,car,135,141,119,127,151,156
473986,2025-11-20 14:46:39,salida,12663,car,137,141,121,127,154,155
476000,2025-11-20 14:48:53,entrada,12831,car,124,143,95,128,153,158
480472,2025-11-20 14:53:51,salida,13021,truck,135,141,118,124,152,158
492870,2025-11-20 15:07:38,salida,13345,car,131,141,112,125,151,157
499648,2025-11-20 15:15:09,salida,13422,truck,135,141,116,121,155,161
501270,2025-11-20 15:16:58,entrada,13540,car,130,143,99,124,162,162
501406,2025-11-20 15:17:07,salida,13596,car,144,139,122,122,167,157
507676,2025-11-20 15:24:05,entrada,13813,car,132,142,99,127,166,158
510708,2025-11-20 15:27:27,entrada,13901,car,140,142,110,127,171,157
521588,2025-11-20 15:39:32,entrada,14064,car,131,142,100,127,162,157
528274,2025-11-20 15:46:58,salida,14292,car,143,140,120,123,167,158
532406,2025-11-20 15:51:33,salida,14390,truck,139,140,123,124,155,157
532502,2025-11-20 15:51:40,salida,14426,truck,114,144,89,114,140,175
535430,2025-11-20 15:54:55,salida,14550,truck,130,142,114,128,147,157
539488,2025-11-20 15:59:25,entrada,14661,truck,146,146,125,122,168,170
544280,2025-11-20 16:04:45,entrada,14823,car,144,140,111,125,177,156
558140,2025-11-20 16:20:09,salida,15119,car,135,141,115,128,156,154
575114,2025-11-20 16:39:00,entrada,15530,car,131,142,101,128,162,156
579914,2025-11-20 16:44:20,entrada,15705,car,135,142,105,126,166,159
584460,2025-11-20 16:49:24,entrada,15871,car,135,142,118,124,152,161
602204,2025-11-20 17:09:06,salida,16356,car,140,140,123,125,158,155
614680,2025-11-20 17:22:58,entrada,16708,truck,154,140,123,116,185,165
617628,2025-11-20 17:26:15,entrada,16771,car,144,143,126,127,163,160
626870,2025-11-20 17:36:31,salida,16978,truck,128,142,109,122,147,162
632874,2025-11-20 17:43:11,entrada,17177,car,138,142,116,123,161,161
646580,2025-11-20 17:58:25,entrada,17601,car,141,141,123,125,160,158
650310,2025-11-20 18:02:34,entrada,17787,car,131,142,106,122,156,162
651706,2025-11-20 18:04:07,entrada,17907,truck,150,140,133,122,167,159
663406,2025-11-20 18:17:07,entrada,18498,car,132,142,106,124,159,160
674956,2025-11-20 18:29:57,entrada,18906,car,132,143,96,124,168,163
677114,2025-11-20 18:32:20,entrada,19015,car,137,142,108,127,166,157
678418,2025-11-20 18:33:47,entrada,19086,truck,151,139,134,119,168,159
679600,2025-11-20 18:35:06,salida,19127,car,132,141,116,128,148,155
685842,2025-11-20 18:42:02,salida,19230,car,140,140,122,125,158,156
687656,2025-11-20 18:44:03,entrada,19273,truck,130,145,109,128,151,162
687834,2025-11-20 18:44:15,salida,19272,car,130,142,112,128,149,157
689022,2025-11-20 18:45:34,entrada,19346,truck,134,142,109,124,160,161
690946,2025-11-20 18:47:43,entrada,19410,truck,142,141,124,123,161,159
691782,2025-11-20 18:48:38,entrada,19451,truck,141,141,117,121,165,162
695700,2025-11-20 18:53:00,salida,19627,car,143,139,128,126,159,152
698238,2025-11-20 18:55:49,entrada,19709,car,135,142,107,125,164,159
698880,2025-11-20 18:56:32,entrada,19748,car,144,140,128,123,161,157
722122,2025-11-20 19:22:21,salida,20434,car,135,141,116,126,155,157
745270,2025-11-20 19:48:04,entrada,21523,car,138,142,109,124,167,160
773216,2025-11-20 20:19:07,entrada,22411,car,133,142,98,124,168,161
773700,2025-11-20 20:19:40,entrada,22440,car,138,141,106,124,170,159
775886,2025-11-20 20:22:05,salida,22549,car,134,141,115,126,153,157
783032,2025-11-20 20:30:02,salida,22831,car,135,141,119,127,151,155
786638,2025-11-20 20:34:02,salida,22998,car,140,140,124,127,156,154
805814,2025-11-20 20:55:20,entrada,23635,truck,147,140,131,123,164,157
