timestamp,evento
2025-11-27 06:19:26,salida
2025-11-27 06:46:09,entrada
2025-11-27 07:00:12,salida
2025-11-27 07:08:27,salida
2025-11-27 07:18:02,salida
2025-11-27 07:21:35,salida
2025-11-27 07:26:53,salida
2025-11-27 07:28:18,salida
2025-11-27 07:40:04,entrada
2025-11-27 07:57:55,salida
2025-11-27 08:02:28,entrada
2025-11-27 08:10:12,salida
2025-11-27 08:27:43,salida
2025-11-27 08:37:31,salida
2025-11-27 08:46:59,salida
2025-11-27 08:55:57,entrada
2025-11-27 08:56:21,salida
2025-11-27 08:57:42,salida
2025-11-27 09:06:27,entrada
2025-11-27 09:14:21,entrada
2025-11-27 09:17:13,salida
2025-11-27 10:05:14,entrada
2025-11-27 10:06:09,entrada
2025-11-27 10:12:10,salida
2025-11-27 10:20:17,entrada
2025-11-27 10:25:32,salida
2025-11-27 10:25:33,salida
2025-11-27 10:39:28,salida
2025-11-27 10:52:57,salida
2025-11-27 10:53:45,entrada
2025-11-27 10:55:33,salida
2025-11-27 11:00:43,entrada
2025-11-27 11:07:00,entrada
2025-11-27 11:29:00,entrada
2025-11-27 11:39:02,salida
2025-11-27 11:39:09,salida
2025-11-27 11:51:56,entrada
2025-11-27 12:03:03,entrada
2025-11-27 12:03:39,entrada
2025-11-27 12:27:26,salida
2025-11-27 12:41:33,salida
2025-11-27 12:51:21,entrada
2025-11-27 13:25:36,entrada
2025-11-27 13:56:55,entrada
2025-11-27 13:57:09,entrada
2025-11-27 14:06:16,salida
2025-11-27 14:09:44,salida
2025-11-27 14:15:18,entrada
2025-11-27 14:22:34,entrada
2025-11-27 14:34:18,entrada
2025-11-27 14:39:33,salida
2025-11-27 14:47:13,entrada
2025-11-27 14:57:31,salida
2025-11-27 15:01:38,salida
2025-11-27 15:24:52,entrada
2025-11-27 15:26:58,entrada
2025-11-27 15:51:04,entrada
2025-11-27 15:55:53,entrada
2025-11-27 15:56:50,entrada
2025-11-27 16:04:46,entrada
2025-11-27 16:06:18,entrada
2025-11-27 16:11:56,entrada
2025-11-27 16:17:04,entrada
2025-11-27 16:18:27,salida
2025-11-27 16:22:48,entrada
2025-11-27 16:25:13,salida
2025-11-27 16:37:10,salida
2025-11-27 16:48:25,salida
2025-11-27 16:50:20,salida
2025-11-27 16:50:57,entrada
2025-11-27 16:55:38,salida
2025-11-27 16:56:40,entrada
2025-11-27 16:58:26,entrada
2025-11-27 16:58:34,entrada
2025-11-27 16:58:47,salida
2025-11-27 16:59:50,salida
2025-11-27 17:02:34,salida
2025-11-27 17:07:02,salida
2025-11-27 17:33:24,entrada
2025-11-27 17:37:11,salida
2025-11-27 17:48:58,entrada
2025-11-27 17:49:30,entrada
2025-11-27 17:55:22,salida
2025-11-27 18:01:20,entrada
2025-11-27 18:15:32,salida
2025-11-27 18:16:11,salida
2025-11-27 18:16:24,entrada
2025-11-27 18:19:44,entrada
2025-11-27 18:22:28,salida
2025-11-27 18:25:01,salida
2025-11-27 18:33:32,entrada
2025-11-27 18:49:03,entrada
2025-11-27 18:49:16,entrada
2025-11-27 18:52:02,salida
2025-11-27 18:57:32,entrada
2025-11-27 19:06:50,entrada
2025-11-27 19:14:40,entrada
2025-11-27 19:24:00,entrada
2025-11-27 19:32:39,salida
2025-11-27 19:35:42,entrada
2025-11-27 19:39:25,entrada
2025-11-27 19:47:01,salida
2025-11-27 20:03:18,salida
2025-11-27 20:44:15,entrada
