timestamp,evento
2025-11-23 06:36:39,salida
2025-11-23 08:57:14,salida
2025-11-23 09:37:09,salida
2025-11-23 10:30:07,entrada
2025-11-23 10:43:31,entrada
2025-11-23 11:42:45,salida
2025-11-23 11:49:47,entrada
2025-11-23 12:13:50,salida
2025-11-23 12:52:36,entrada
2025-11-23 13:12:34,entrada
2025-11-23 13:17:46,entrada
2025-11-23 13:34:58,entrada
2025-11-23 13:45:18,salida
2025-11-23 13:46:01,salida
2025-11-23 13:52:38,salida
2025-11-23 14:22:31,salida
2025-11-23 14:22:32,salida
2025-11-23 14:30:47,salida
2025-11-23 14:30:57,salida
2025-11-23 15:13:53,entrada
2025-11-23 15:46:08,entrada
2025-11-23 16:15:19,salida
2025-11-23 16:19:21,salida
2025-11-23 16:23:42,entrada
2025-11-23 16:23:47,entrada
2025-11-23 16:23:48,entrada
2025-11-23 16:24:04,entrada
2025-11-23 16:24:27,entrada
2025-11-23 16:24:52,salida
2025-11-23 16:24:58,entrada
2025-11-23 16:25:01,entrada
2025-11-23 16:25:02,salida
2025-11-23 16:25:45,salida
2025-11-23 16:48:44,salida
2025-11-23 17:16:33,salida
2025-11-23 18:02:06,entrada
2025-11-23 18:04:43,salida
2025-11-23 18:11:26,salida
2025-11-23 18:13:12,entrada
2025-11-23 18:17:01,entrada
2025-11-23 18:35:29,salida
2025-11-23 18:43:47,salida
2025-11-23 18:56:40,entrada
2025-11-23 18:56:42,entrada
2025-11-23 18:58:03,entrada
2025-11-23 19:28:27,salida
2025-11-23 19:28:47,entrada
2025-11-23 19:28:48,entrada
2025-11-23 19:28:51,entrada
2025-11-23 19:29:59,salida
2025-11-23 20:15:47,salida
2025-11-23 20:17:19,entrada
2025-11-23 20:17:36,entrada
2025-11-23 20:20:26,salida
2025-11-23 20:40:14,salida
2025-11-23 20:45:56,entrada
2025-11-23 20:48:52,entrada
2025-11-23 20:49:05,salida
2025-11-23 20:54:15,entrada
