timestamp,evento
2025-12-01 06:27:57,salida
2025-12-01 06:36:20,entrada
2025-12-01 06:47:47,salida
2025-12-01 06:55:16,salida
2025-12-01 06:58:49,salida
2025-12-01 07:01:34,salida
2025-12-01 07:17:20,entrada
2025-12-01 07:43:14,salida
2025-12-01 07:48:24,salida
2025-12-01 07:50:29,salida
2025-12-01 07:51:45,salida
2025-12-01 07:58:36,entrada
2025-12-01 08:05:48,salida
2025-12-01 08:18:26,entrada
2025-12-01 08:49:12,salida
2025-12-01 09:19:31,salida
2025-12-01 09:56:18,salida
2025-12-01 09:59:51,salida
2025-12-01 09:59:52,salida
2025-12-01 10:00:58,entrada
2025-12-01 10:30:53,salida
2025-12-01 10:32:43,salida
2025-12-01 10:40:40,salida
2025-12-01 10:56:51,entrada
2025-12-01 11:02:14,entrada
2025-12-01 11:05:50,salida
2025-12-01 11:17:40,entrada
2025-12-01 11:32:00,salida
2025-12-01 11:33:52,salida
2025-12-01 11:48:22,entrada
2025-12-01 11:56:33,entrada
2025-12-01 11:57:49,salida
2025-12-01 12:05:00,salida
2025-12-01 12:05:01,salida
2025-12-01 12:16:51,entrada
2025-12-01 12:17:00,entrada
2025-12-01 12:21:49,entrada
2025-12-01 12:28:42,entrada
2025-12-01 12:35:02,salida
2025-12-01 12:52:38,salida
2025-12-01 13:04:30,salida
2025-12-01 13:38:06,entrada
2025-12-01 13:38:14,entrada
2025-12-01 13:52:08,entrada
2025-12-01 13:58:21,salida
2025-12-01 13:58:27,salida
2025-12-01 13:59:53,entrada
2025-12-01 14:16:33,entrada
2025-12-01 14:19:52,salida
2025-12-01 14:24:30,entrada
2025-12-01 14:27:37,salida
2025-12-01 14:31:51,entrada
2025-12-01 14:31:57,entrada
2025-12-01 14:48:34,salida
2025-12-01 14:48:36,salida
2025-12-01 14:48:52,entrada
2025-12-01 14:53:40,entrada
2025-12-01 14:54:17,salida
2025-12-01 14:54:22,salida
2025-12-01 14:59:49,salida
2025-12-01 15:15:22,entrada
2025-12-01 15:22:37,entrada
2025-12-01 15:55:59,entrada
2025-12-01 15:56:14,entrada
2025-12-01 16:07:57,salida
2025-12-01 16:46:52,entrada
2025-12-01 16:50:43,salida
2025-12-01 16:50:47,salida
2025-12-01 16:58:50,salida
2025-12-01 17:27:25,salida
2025-12-01 17:31:26,salida
2025-12-01 17:32:18,entrada
2025-12-01 17:35:43,salida
2025-12-01 17:39:24,entrada
2025-12-01 17:58:29,entrada
2025-12-01 18:05:43,salida
2025-12-01 18:11:11,entrada
2025-12-01 18:16:01,entrada
2025-12-01 18:18:42,salida
2025-12-01 18:20:48,entrada
2025-12-01 18:20:53,entrada
2025-12-01 18:36:11,entrada
2025-12-01 18:44:23,salida
2025-12-01 18:44:34,salida
2025-12-01 18:47:21,entrada
2025-12-01 18:48:19,salida
2025-12-01 18:48:29,salida
2025-12-01 18:48:36,entrada
2025-12-01 18:49:40,entrada
2025-12-01 18:53:25,salida
2025-12-01 18:58:45,entrada
2025-12-01 18:59:31,entrada
2025-12-01 19:00:42,entrada
2025-12-01 19:02:32,salida
2025-12-01 19:02:42,entrada
2025-12-01 19:11:32,salida
2025-12-01 19:13:11,entrada
2025-12-01 19:15:47,entrada
2025-12-01 19:16:41,entrada
2025-12-01 19:31:08,entrada
2025-12-01 19:47:20,salida
2025-12-01 19:55:14,entrada
2025-12-01 20:05:38,entrada
2025-12-01 20:15:04,entrada
2025-12-01 20:21:53,entrada
2025-12-01 20:23:28,entrada
2025-12-01 20:27:33,salida
2025-12-01 20:33:56,salida
2025-12-01 20:37:47,entrada
