frame_idx,timestamp,evento,track_id,clase,cx,cy,x1,y1,x2,y2
280172,2025-11-13 11:11:18,salida,10652,truck,155,164,136,145,174,183
282062,2025-11-13 11:13:24,entrada,10730,truck,167,164,136,144,198,184
293488,2025-11-13 11:26:05,salida,11047,truck,159,164,140,146,179,183
311000,2025-11-13 11:45:33,salida,11591,truck,156,164,136,143,177,185
321182,2025-11-13 11:56:52,salida,11852,truck,160,164,139,141,181,188
335904,2025-11-13 12:13:13,entrada,12232,car,163,164,132,142,194,187
355208,2025-11-13 12:34:40,entrada,12870,car,163,164,131,146,195,183
361922,2025-11-13 12:42:08,salida,13222,truck,154,164,138,149,171,180
387484,2025-11-13 13:10:32,entrada,14546,car,158,167,135,143,181,191
388772,2025-11-13 13:11:58,entrada,14652,truck,163,165,139,143,187,187
390462,2025-11-13 13:13:50,salida,14820,truck,149,164,133,147,165,182
409408,2025-11-13 13:34:53,entrada,15557,truck,163,165,139,144,188,187
409414,2025-11-13 13:34:54,entrada,15549,car,166,168,136,147,196,190
422818,2025-11-13 13:49:47,entrada,16273,car,155,165,130,144,180,186
422820,2025-11-13 13:49:48,entrada,16273,car,154,165,129,144,179,187
464394,2025-11-13 14:35:59,entrada,17404,truck,169,166,145,143,193,189
470820,2025-11-13 14:43:08,salida,17637,truck,169,163,148,146,191,181
474890,2025-11-13 14:47:39,salida,17812,truck,164,163,147,145,182,181
485622,2025-11-13 14:59:34,salida,18041,truck,162,164,139,144,186,185
485626,2025-11-13 14:59:35,entrada,18041,truck,162,164,140,144,185,184
487750,2025-11-13 15:01:56,salida,18120,truck,165,160,141,143,190,178
500784,2025-11-13 15:16:25,entrada,18422,car,165,164,133,148,197,180
504800,2025-11-13 15:20:53,entrada,18512,truck,164,165,136,141,193,190
508870,2025-11-13 15:25:24,entrada,18610,truck,178,163,155,141,201,186
515772,2025-11-13 15:33:04,entrada,18712,truck,181,162,149,136,214,189
532572,2025-11-13 15:51:44,salida,19030,truck,171,162,149,144,194,180
534294,2025-11-13 15:53:39,salida,19072,car,185,161,165,145,205,177
537150,2025-11-13 15:56:50,entrada,19147,car,172,163,146,144,199,182
537372,2025-11-13 15:57:04,salida,19147,car,174,162,142,147,206,178
544354,2025-11-13 16:04:50,salida,19308,truck,176,162,155,144,197,181
555294,2025-11-13 16:16:59,salida,19540,truck,156,164,139,149,174,180
586136,2025-11-13 16:51:15,entrada,20173,car,177,163,151,144,203,183
596512,2025-11-13 17:02:47,entrada,20392,car,172,165,147,145,198,185
610422,2025-11-13 17:18:14,entrada,20707,car,186,162,167,143,205,181
611248,2025-11-13 17:19:09,salida,20751,car,182,160,165,144,199,177
615596,2025-11-13 17:23:59,entrada,20920,car,178,164,151,142,205,186
623246,2025-11-13 17:32:29,entrada,21170,truck,172,164,151,139,194,190
626734,2025-11-13 17:36:22,entrada,21295,car,172,164,154,145,191,184
638956,2025-11-13 17:49:57,entrada,21679,car,146,168,126,144,167,192
639840,2025-11-13 17:50:56,entrada,21702,car,168,165,148,144,188,186
648496,2025-11-13 18:00:33,salida,21931,car,157,164,139,144,176,185
654852,2025-11-13 18:07:36,entrada,22155,car,143,169,123,149,163,189
663416,2025-11-13 18:17:07,entrada,22446,car,141,167,119,149,163,186
665954,2025-11-13 18:19:56,salida,22508,truck,171,161,151,144,192,179
666142,2025-11-13 18:20:09,salida,22524,car,172,162,154,147,191,178
667062,2025-11-13 18:21:10,entrada,22550,car,175,163,154,143,197,184
668012,2025-11-13 18:22:14,entrada,22598,car,144,168,121,147,167,190
671284,2025-11-13 18:25:52,salida,22742,car,170,162,149,143,191,181
680814,2025-11-13 18:36:27,entrada,23140,car,177,163,158,145,197,182
686058,2025-11-13 18:42:17,entrada,23391,car,174,165,156,145,193,185
691034,2025-11-13 18:47:48,entrada,23576,truck,169,166,149,143,190,190
694390,2025-11-13 18:51:32,salida,23734,car,179,160,162,145,196,175
697312,2025-11-13 18:54:47,entrada,23850,car,146,169,122,146,170,192
715794,2025-11-13 19:15:19,entrada,24738,truck,133,168,106,143,161,194
716138,2025-11-13 19:15:42,salida,24738,truck,113,170,90,146,136,195
724324,2025-11-13 19:24:48,entrada,25284,truck,173,163,154,140,193,187
727330,2025-11-13 19:28:08,salida,25512,car,172,162,152,144,192,181
727360,2025-11-13 19:28:10,entrada,25512,car,171,163,157,149,185,178
727468,2025-11-13 19:28:17,salida,25384,car,171,162,150,147,192,178
729992,2025-11-13 19:31:06,entrada,25714,car,176,164,151,145,201,184
731768,2025-11-13 19:33:04,entrada,25861,car,176,165,154,143,198,187
738494,2025-11-13 19:40:32,salida,26304,truck,170,161,152,143,188,180
743546,2025-11-13 19:46:09,entrada,26602,car,181,162,152,144,210,180
744320,2025-11-13 19:47:01,salida,26673,car,184,161,166,146,202,176
773318,2025-11-13 20:19:14,entrada,28288,truck,173,163,155,141,191,185
794040,2025-11-13 20:42:16,entrada,29444,car,171,165,149,142,194,188
798352,2025-11-13 20:47:03,entrada,29725,car,178,165,154,146,202,184
798436,2025-11-13 20:47:09,entrada,29758,car,174,163,147,145,202,182
808674,2025-11-13 20:58:31,salida,30090,car,167,163,147,147,188,179
