timestamp,evento
2025-11-26 06:45:45,entrada
2025-11-26 07:00:01,salida
2025-11-26 07:13:33,salida
2025-11-26 07:25:27,salida
2025-11-26 07:31:28,salida
2025-11-26 07:31:37,salida
2025-11-26 07:45:56,salida
2025-11-26 07:57:26,salida
2025-11-26 08:04:16,salida
2025-11-26 08:05:15,salida
2025-11-26 08:07:57,salida
2025-11-26 08:08:12,salida
2025-11-26 08:24:42,salida
2025-11-26 08:38:36,entrada
2025-11-26 08:39:30,salida
2025-11-26 09:09:45,entrada
2025-11-26 09:17:53,salida
2025-11-26 09:17:54,salida
2025-11-26 09:32:59,salida
2025-11-26 09:41:02,entrada
2025-11-26 10:01:17,salida
2025-11-26 10:24:43,salida
2025-11-26 10:30:19,salida
2025-11-26 10:37:50,salida
2025-11-26 10:57:42,entrada
2025-11-26 11:07:08,salida
2025-11-26 11:25:56,entrada
2025-11-26 11:27:57,entrada
2025-11-26 11:39:30,entrada
2025-11-26 11:40:15,entrada
2025-11-26 11:41:09,salida
2025-11-26 11:47:04,entrada
2025-11-26 11:52:25,salida
2025-11-26 12:17:32,salida
2025-11-26 12:18:20,entrada
2025-11-26 12:18:21,entrada
2025-11-26 12:19:28,entrada
2025-11-26 12:24:10,entrada
2025-11-26 12:48:59,entrada
2025-11-26 12:51:31,entrada
2025-11-26 12:52:44,entrada
2025-11-26 12:57:02,salida
2025-11-26 13:19:14,salida
2025-11-26 13:19:19,entrada
2025-11-26 13:25:24,entrada
2025-11-26 14:00:58,entrada
2025-11-26 14:07:05,entrada
2025-11-26 14:18:52,entrada
2025-11-26 14:33:21,entrada
2025-11-26 14:45:41,salida
2025-11-26 14:48:57,salida
2025-11-26 14:50:42,salida
2025-11-26 14:50:43,salida
2025-11-26 14:51:57,salida
2025-11-26 15:10:09,entrada
2025-11-26 15:16:31,entrada
2025-11-26 15:26:52,entrada
2025-11-26 15:28:30,entrada
2025-11-26 15:29:23,salida
2025-11-26 15:35:24,entrada
2025-11-26 15:48:40,entrada
2025-11-26 15:48:51,salida
2025-11-26 15:52:34,entrada
2025-11-26 15:57:24,entrada
2025-11-26 15:57:29,entrada
2025-11-26 15:59:09,salida
2025-11-26 16:03:40,salida
2025-11-26 16:06:07,entrada
2025-11-26 16:13:12,salida
2025-11-26 16:21:53,salida
2025-11-26 16:49:29,entrada
2025-11-26 16:55:31,entrada
2025-11-26 16:59:26,salida
2025-11-26 17:15:53,entrada
2025-11-26 17:16:47,entrada
2025-11-26 17:20:12,entrada
2025-11-26 17:23:45,entrada
2025-11-26 17:26:56,salida
2025-11-26 17:40:53,entrada
2025-11-26 18:16:11,entrada
2025-11-26 18:24:46,entrada
2025-11-26 18:41:47,salida
2025-11-26 18:43:22,entrada
2025-11-26 18:46:44,entrada
2025-11-26 18:47:42,salida
2025-11-26 18:47:43,entrada
2025-11-26 18:47:51,entrada
2025-11-26 18:49:45,salida
2025-11-26 18:50:35,entrada
2025-11-26 18:54:32,salida
2025-11-26 18:55:35,salida
2025-11-26 19:03:15,entrada
2025-11-26 19:04:27,salida
2025-11-26 19:28:46,salida
2025-11-26 19:53:11,entrada
2025-11-26 20:01:33,entrada
2025-11-26 20:02:26,salida
2025-11-26 20:06:58,salida
2025-11-26 20:11:04,entrada
2025-11-26 20:14:31,entrada
2025-11-26 20:16:32,salida
2025-11-26 20:17:16,salida
2025-11-26 20:22:16,salida
2025-11-26 20:23:17,entrada
2025-11-26 20:25:29,entrada
2025-11-26 20:29:25,entrada
2025-11-26 20:39:41,entrada
2025-11-26 20:39:48,entrada
2025-11-26 20:46:01,entrada
2025-11-26 20:47:57,entrada
