timestamp,evento
2025-11-20 06:18:07,salida
2025-11-20 06:39:09,entrada
2025-11-20 06:40:28,salida
2025-11-20 06:52:05,salida
2025-11-20 06:58:41,salida
2025-11-20 07:00:14,salida
2025-11-20 07:16:16,salida
2025-11-20 07:41:41,salida
2025-11-20 07:44:22,salida
2025-11-20 07:50:55,salida
2025-11-20 08:05:37,salida
2025-11-20 08:11:04,salida
2025-11-20 08:16:11,salida
2025-11-20 08:27:34,salida
2025-11-20 08:45:50,salida
2025-11-20 08:58:19,salida
2025-11-20 09:17:46,entrada
2025-11-20 09:51:16,salida
2025-11-20 09:58:51,salida
2025-11-20 10:08:13,salida
2025-11-20 10:12:04,salida
2025-11-20 10:46:03,salida
2025-11-20 10:48:43,entrada
2025-11-20 11:05:04,salida
2025-11-20 11:05:05,salida
2025-11-20 11:06:08,salida
2025-11-20 11:14:26,salida
2025-11-20 11:17:05,entrada
2025-11-20 11:17:48,salida
2025-11-20 11:33:25,entrada
2025-11-20 11:45:07,entrada
2025-11-20 11:45:14,entrada
2025-11-20 11:45:15,entrada
2025-11-20 11:50:42,salida
2025-11-20 12:04:03,salida
2025-11-20 12:07:19,entrada
2025-11-20 12:12:00,salida
2025-11-20 12:13:32,salida
2025-11-20 12:22:48,entrada
2025-11-20 12:50:44,entrada
2025-11-20 13:15:55,entrada
2025-11-20 13:39:18,entrada
2025-11-20 14:05:03,entrada
2025-11-20 14:05:51,entrada
2025-11-20 14:15:08,entrada
2025-11-20 14:25:39,entrada
2025-11-20 14:37:25,salida
2025-11-20 14:46:39,salida
2025-11-20 14:48:53,entrada
2025-11-20 14:53:51,salida
2025-11-20 15:07:38,salida
2025-11-20 15:15:09,salida
2025-11-20 15:16:58,entrada
2025-11-20 15:17:07,salida
2025-11-20 15:24:05,entrada
2025-11-20 15:27:27,entrada
2025-11-20 15:39:32,entrada
2025-11-20 15:46:58,salida
2025-11-20 15:51:33,salida
2025-11-20 15:51:40,salida
2025-11-20 15:54:55,salida
2025-11-20 15:59:25,entrada
2025-11-20 16:04:45,entrada
2025-11-20 16:20:09,salida
2025-11-20 16:39:00,entrada
2025-11-20 16:44:20,entrada
2025-11-20 16:49:24,entrada
2025-11-20 17:09:06,salida
2025-11-20 17:22:58,entrada
2025-11-20 17:26:15,entrada
2025-11-20 17:36:31,salida
2025-11-20 17:43:11,entrada
2025-11-20 17:58:25,entrada
2025-11-20 18:02:34,entrada
2025-11-20 18:04:07,entrada
2025-11-20 18:17:07,entrada
2025-11-20 18:29:57,entrada
2025-11-20 18:32:20,entrada
2025-11-20 18:33:47,entrada
2025-11-20 18:35:06,salida
2025-11-20 18:42:02,salida
2025-11-20 18:44:03,entrada
2025-11-20 18:44:15,salida
2025-11-20 18:45:34,entrada
2025-11-20 18:45:35,entrada
2025-11-20 18:47:43,entrada
2025-11-20 18:48:38,entrada
2025-11-20 18:53:00,salida
2025-11-20 18:55:49,entrada
2025-11-20 18:56:32,entrada
2025-11-20 19:22:21,salida
2025-11-20 19:48:04,entrada
2025-11-20 20:19:07,entrada
2025-11-20 20:19:40,entrada
2025-11-20 20:22:05,salida
2025-11-20 20:30:02,salida
2025-11-20 20:34:02,salida
2025-11-20 20:55:20,entrada
