frame_idx,timestamp,evento,track_id,clase,cx,cy,x1,y1,x2,y2
22676,2025-11-14 06:25:11,salida,962,car,158,145,140,132,176,159
32134,2025-11-14 06:35:42,salida,1456,car,154,146,137,133,172,160
36916,2025-11-14 06:41:01,entrada,1667,car,156,146,130,133,183,159
52938,2025-11-14 06:58:49,salida,2281,car,161,145,145,129,177,162
54836,2025-11-14 07:00:55,salida,2375,car,157,145,139,130,175,160
70466,2025-11-14 07:18:17,entrada,3197,car,145,147,126,134,164,160
86460,2025-11-14 07:36:04,salida,4684,car,163,145,147,132,180,159
98078,2025-11-14 07:48:58,salida,5637,car,155,146,135,131,176,162
103740,2025-11-14 07:55:16,salida,5954,car,159,145,143,131,176,159
103796,2025-11-14 07:55:19,salida,5954,car,160,145,143,132,177,159
103802,2025-11-14 07:55:20,salida,5954,car,160,145,143,132,177,159
103844,2025-11-14 07:55:22,entrada,5954,car,160,146,143,133,177,159
103878,2025-11-14 07:55:25,entrada,5954,car,160,146,144,133,177,159
103900,2025-11-14 07:55:26,salida,5954,car,159,145,142,133,176,158
104618,2025-11-14 07:56:14,salida,5991,car,152,146,134,133,170,159
127882,2025-11-14 08:22:05,salida,7123,car,165,145,150,131,181,160
136560,2025-11-14 08:31:44,salida,7586,truck,162,145,140,126,185,164
143518,2025-11-14 08:39:27,entrada,7843,truck,159,146,124,129,195,163
150896,2025-11-14 08:47:39,salida,8056,car,151,146,134,133,169,160
150982,2025-11-14 08:47:45,salida,8064,car,153,146,134,131,172,161
160660,2025-11-14 08:58:30,salida,8243,truck,143,147,128,131,159,163
165462,2025-11-14 09:03:50,salida,8402,car,146,142,130,129,163,156
168768,2025-11-14 09:07:31,salida,8285,truck,158,145,135,128,181,163
173538,2025-11-14 09:12:49,entrada,8637,truck,169,146,154,129,185,163
178792,2025-11-14 09:18:39,salida,8671,truck,159,143,138,125,181,162
186684,2025-11-14 09:27:25,entrada,8800,truck,160,147,130,129,191,166
217192,2025-11-14 10:01:19,salida,9167,truck,149,146,127,128,172,165
217210,2025-11-14 10:01:20,salida,9167,truck,144,147,118,124,171,170
221960,2025-11-14 10:06:37,entrada,9293,truck,151,147,128,125,174,169
234106,2025-11-14 10:20:07,entrada,9559,car,154,147,121,129,188,166
244642,2025-11-14 10:31:49,entrada,9747,truck,168,155,149,135,187,176
255218,2025-11-14 10:43:34,salida,9931,truck,149,146,129,128,169,165
271954,2025-11-14 11:02:10,entrada,10179,truck,155,147,137,128,173,166
272644,2025-11-14 11:02:56,entrada,10198,car,151,147,128,128,175,167
308248,2025-11-14 11:42:29,salida,10700,truck,163,145,146,129,181,162
311532,2025-11-14 11:46:08,entrada,10729,truck,160,146,140,123,180,169
313754,2025-11-14 11:48:36,salida,10751,car,166,145,150,130,182,160
335346,2025-11-14 12:12:36,entrada,11088,car,158,146,122,124,194,168
340536,2025-11-14 12:18:22,entrada,11262,truck,151,147,125,126,177,169
340546,2025-11-14 12:18:23,entrada,11262,truck,145,149,117,126,174,173
347390,2025-11-14 12:25:59,salida,11511,truck,146,146,130,129,163,164
371972,2025-11-14 12:53:18,salida,11922,truck,150,145,131,127,169,164
378334,2025-11-14 13:00:22,entrada,12023,truck,171,146,151,123,191,169
390216,2025-11-14 13:13:34,entrada,12199,car,158,146,136,130,180,162
399028,2025-11-14 13:23:21,entrada,12357,car,156,147,127,131,186,163
401174,2025-11-14 13:25:44,entrada,12395,car,161,146,134,130,189,163
402404,2025-11-14 13:27:06,salida,12442,truck,164,145,146,129,182,161
407752,2025-11-14 13:33:03,salida,12749,car,161,145,143,129,179,161
413592,2025-11-14 13:39:32,salida,13052,car,170,144,151,129,190,160
415506,2025-11-14 13:41:40,salida,13152,car,166,145,147,128,185,162
419140,2025-11-14 13:45:42,salida,13314,truck,156,146,137,129,176,164
424676,2025-11-14 13:51:51,salida,12395,truck,160,145,143,130,177,161
431044,2025-11-14 13:58:56,entrada,13638,car,177,161,150,142,205,180
431066,2025-11-14 13:58:57,salida,13668,car,164,145,145,128,183,162
438074,2025-11-14 14:06:44,entrada,13883,car,139,149,116,131,163,167
438138,2025-11-14 14:06:49,salida,13828,car,165,144,149,131,182,158
458384,2025-11-14 14:29:18,salida,14297,truck,157,145,141,129,174,162
459244,2025-11-14 14:30:16,entrada,14305,car,156,146,126,130,187,163
469900,2025-11-14 14:42:06,salida,14528,truck,150,144,133,130,168,159
479558,2025-11-14 14:52:50,salida,14716,car,156,145,135,128,177,162
503128,2025-11-14 15:19:01,entrada,15284,truck,160,146,122,127,198,166
510318,2025-11-14 15:27:01,salida,15511,car,166,145,146,129,187,161
519550,2025-11-14 15:37:16,entrada,15747,car,168,145,147,129,190,161
526246,2025-11-14 15:44:43,entrada,15973,truck,169,147,136,128,202,166
526354,2025-11-14 15:44:50,entrada,15976,car,163,146,133,131,194,162
537172,2025-11-14 15:56:51,entrada,16582,bus,167,146,144,125,190,167
539634,2025-11-14 15:59:35,entrada,16701,car,171,145,138,130,205,160
552710,2025-11-14 16:14:07,entrada,17054,truck,170,145,151,125,190,165
575646,2025-11-14 16:39:36,entrada,17613,truck,166,147,152,129,181,166
576470,2025-11-14 16:40:31,entrada,17633,truck,160,146,139,127,181,165
579430,2025-11-14 16:43:48,salida,17703,truck,160,145,144,131,177,159
579496,2025-11-14 16:43:53,salida,17718,car,158,145,142,132,175,159
601874,2025-11-14 17:08:44,salida,18368,car,161,145,143,131,179,160
603734,2025-11-14 17:10:48,salida,18542,car,153,146,136,132,171,160
612220,2025-11-14 17:20:14,salida,18875,car,159,145,142,130,176,161
613656,2025-11-14 17:21:50,entrada,18968,car,154,147,124,132,184,162
618046,2025-11-14 17:26:43,salida,19108,car,164,145,148,132,180,159
619268,2025-11-14 17:28:04,entrada,19175,truck,176,145,160,128,192,162
619412,2025-11-14 17:28:14,entrada,19179,car,166,146,147,128,186,164
621540,2025-11-14 17:30:36,entrada,19258,truck,156,148,140,133,172,163
633022,2025-11-14 17:43:21,entrada,19674,car,157,146,129,131,185,161
640110,2025-11-14 17:51:14,entrada,19952,car,150,147,119,129,181,166
644480,2025-11-14 17:56:05,salida,20075,truck,160,145,142,130,178,161
654590,2025-11-14 18:07:19,salida,20361,car,161,145,145,131,177,160
655278,2025-11-14 18:08:05,entrada,20381,truck,166,146,147,128,186,165
663910,2025-11-14 18:17:40,entrada,20809,car,166,146,133,128,199,164
670912,2025-11-14 18:25:27,entrada,21210,truck,166,146,148,125,185,167
694314,2025-11-14 18:51:27,entrada,22181,car,172,145,151,128,194,163
696218,2025-11-14 18:53:34,entrada,22312,car,157,147,130,132,184,163
705562,2025-11-14 19:03:57,salida,22716,truck,160,145,141,128,180,163
710024,2025-11-14 19:08:54,salida,22886,car,160,145,140,129,181,162
713812,2025-11-14 19:13:07,salida,23063,car,147,146,127,133,167,160
719628,2025-11-14 19:19:35,salida,11506,car,167,144,152,131,182,158
719786,2025-11-14 19:19:45,entrada,23319,car,161,146,131,129,191,163
722858,2025-11-14 19:23:10,entrada,23391,car,153,147,122,129,185,166
726462,2025-11-14 19:27:10,entrada,23457,car,162,147,129,129,195,165
729118,2025-11-14 19:30:07,entrada,23486,truck,162,147,142,128,183,167
738158,2025-11-14 19:40:10,entrada,23704,car,162,146,141,128,184,164
747960,2025-11-14 19:51:04,salida,23933,car,160,145,141,130,180,160
767844,2025-11-14 20:13:09,salida,24355,car,155,146,139,133,172,159
767974,2025-11-14 20:13:18,entrada,24376,car,150,147,119,129,182,165
773422,2025-11-14 20:19:21,entrada,24572,car,150,147,121,130,180,164
